genus_name,scientific_name,family_name,order_name,class_name,phylum_name,kingdom_name,infra_name,population,category
Bayadera,Bayadera ishigakiana,EUPHAEIDAE,ODONATA,INSECTA,ARTHROPODA,ANIMALIA,,,EN
Bdeogale,Bdeogale jacksoni,HERPESTIDAE,CARNIVORA,MAMMALIA,CHORDATA,ANIMALIA,,,NT
Beamys,Beamys hindei,NESOMYIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Beckianum,Beckianum sinistrum,SUBULINIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,LR/nt
Beddomeia,Beddomeia angulata,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia averni,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia bellii,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia bowryensis,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia briansmithi,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia camensis,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia capensis,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EN
Beddomeia,Beddomeia fallax,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EN
Beddomeia,Beddomeia forthensis,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia franklandensis,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia fromensis,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia fultoni,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia gibba,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia hallae,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia hullii,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia inflata,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia kershawi,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia kessneri,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia krybetes,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia launcestonensis,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia lodderae,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia mesibovi,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia minima,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia petterdi,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia phasianella,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia protuberata,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia ronaldi,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia salmonis,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia tasmanica,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia topsiae,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia trochiformis,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,LC
Beddomeia,Beddomeia tumida,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,CR
Beddomeia,Beddomeia turnerae,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia waterhouseae,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia wilmotensis,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia wiseae,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Beddomeia,Beddomeia zeehanensis,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Bedotia,Bedotia geayi,BEDOTIIDAE,ATHERINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,EN
Bedotia,Bedotia longianalis,BEDOTIIDAE,ATHERINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,EN
Bedotia,Bedotia madagascariensis,BEDOTIIDAE,ATHERINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,EN
Bedotia,Bedotia tricolor,BEDOTIIDAE,ATHERINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,CR
Alzoniella,Alzoniella pyrenaica,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,DD
Belgrandiella,Belgrandiella austriana,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,CR
Belgrandiella,Belgrandiella fuchsi,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Belgrandiella,Belgrandiella parreyssii,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,CR
Belgrandiella,Belgrandiella styriaca,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,CR
Belgrandiella,Belgrandiella ganslmayri,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,CR
Belgrandiella,Belgrandiella intermedia,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EX
Belgrandiella,Belgrandiella mimula,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,CR
Belgrandiella,Belgrandiella pelerei,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,CR
Belgrandiella,Belgrandiella wawrai,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EN
Bellamya,Bellamya contracta,VIVIPARIDAE,ARCHITAENIOGLOSSA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EN
Bellamya,Bellamya crawshayi,VIVIPARIDAE,ARCHITAENIOGLOSSA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EN
Bellamya,Bellamya ecclesi,VIVIPARIDAE,ARCHITAENIOGLOSSA,GASTROPODA,MOLLUSCA,ANIMALIA,,,DD
Bellamya,Bellamya jeffreysi,VIVIPARIDAE,ARCHITAENIOGLOSSA,GASTROPODA,MOLLUSCA,ANIMALIA,,,DD
Bellamya,Bellamya leopoldvillensis,VIVIPARIDAE,ARCHITAENIOGLOSSA,GASTROPODA,MOLLUSCA,ANIMALIA,,,DD
Bellamya,Bellamya liberiana,VIVIPARIDAE,ARCHITAENIOGLOSSA,GASTROPODA,MOLLUSCA,ANIMALIA,,,CR
Bellamya,Bellamya monardi,VIVIPARIDAE,ARCHITAENIOGLOSSA,GASTROPODA,MOLLUSCA,ANIMALIA,,,NT
Bellamya,Bellamya mweruensis,VIVIPARIDAE,ARCHITAENIOGLOSSA,GASTROPODA,MOLLUSCA,ANIMALIA,,,CR
Bellamya,Bellamya pagodiformis,VIVIPARIDAE,ARCHITAENIOGLOSSA,GASTROPODA,MOLLUSCA,ANIMALIA,,,CR
Bellamya,Bellamya phthinotropis,VIVIPARIDAE,ARCHITAENIOGLOSSA,GASTROPODA,MOLLUSCA,ANIMALIA,,,CR
Bellamya,Bellamya robertsoni,VIVIPARIDAE,ARCHITAENIOGLOSSA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EN
Bellamya,Bellamya rubicunda,VIVIPARIDAE,ARCHITAENIOGLOSSA,GASTROPODA,MOLLUSCA,ANIMALIA,,,NT
Bellamya,Bellamya trochlearis,VIVIPARIDAE,ARCHITAENIOGLOSSA,GASTROPODA,MOLLUSCA,ANIMALIA,,,DD
Belocephalus,Belocephalus micanopy,TETTIGONIIDAE,ORTHOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,VU
Belocephalus,Belocephalus sleighti,TETTIGONIIDAE,ORTHOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,VU
Belomys,Belomys pearsonii,SCIURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,DD
Belontia,Belontia signata,OSPHRONEMIDAE,PERCIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,LR/cd
Benthophiloides,Benthophiloides brauneri,GOBIIDAE,PERCIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,DD
Berardius,Berardius arnuxii,ZIPHIIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,,,DD
Berardius,Berardius bairdii,ZIPHIIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,,,DD
Bermudalana,Bermudalana aruboides,CIROLANIDAE,ISOPODA,MALACOSTRACA,ARTHROPODA,ANIMALIA,,,CR
Bermudamysis,Bermudamysis speluncola,MYSIDAE,MYSIDA,MALACOSTRACA,ARTHROPODA,ANIMALIA,,,CR
Berylmys,Berylmys berdmorei,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Berylmys,Berylmys bowersi,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Berylmys,Berylmys mackenziei,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,DD
Berylmys,Berylmys manipulus,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,DD
Betta,Betta burdigala,OSPHRONEMIDAE,PERCIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,VU
Betta,Betta chloropharynx,OSPHRONEMIDAE,PERCIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,VU
Betta,Betta hipposideros,OSPHRONEMIDAE,PERCIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,VU
Betta,Betta livida,OSPHRONEMIDAE,PERCIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,EN
Betta,Betta spilotogena,OSPHRONEMIDAE,PERCIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,CR
Betta,Betta simplex,OSPHRONEMIDAE,PERCIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,CR
Betta,Betta tomi,OSPHRONEMIDAE,PERCIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,VU
Betta,Betta persephone,OSPHRONEMIDAE,PERCIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,CR
Betta,Betta miniopinna,OSPHRONEMIDAE,PERCIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,CR
Betta,Betta chini,OSPHRONEMIDAE,PERCIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,VU
Betta,Betta macrostoma,OSPHRONEMIDAE,PERCIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,VU
Bettongia,Bettongia gaimardi,POTOROIDAE,DIPROTODONTIA,MAMMALIA,CHORDATA,ANIMALIA,,,NT
Bettongia,Bettongia lesueur,POTOROIDAE,DIPROTODONTIA,MAMMALIA,CHORDATA,ANIMALIA,,,NT
Bettongia,Bettongia penicillata,POTOROIDAE,DIPROTODONTIA,MAMMALIA,CHORDATA,ANIMALIA,,,CR
Bettongia,Bettongia tropica,POTOROIDAE,DIPROTODONTIA,MAMMALIA,CHORDATA,ANIMALIA,,,EN
Bhutanitis,Bhutanitis ludlowi,PAPILIONIDAE,LEPIDOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,VU
Bhutanitis,Bhutanitis mansfieldi,PAPILIONIDAE,LEPIDOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,DD
Bhutanitis,Bhutanitis thaidina,PAPILIONIDAE,LEPIDOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,LR/lc
Bibimys,Bibimys chacoensis,CRICETIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Bibimys,Bibimys labiosus,CRICETIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Bibimys,Bibimys torresi,CRICETIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,NT
Bidyanus,Bidyanus bidyanus,TERAPONTIDAE,PERCIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,VU
Tetrix,Tetrix transsylvanica,TETRIGIDAE,ORTHOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,EN
Binneya,Binneya notabilis,ARIONIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,DD
Biomphalaria,Biomphalaria angulosa,PLANORBIDAE,HYGROPHILA,GASTROPODA,MOLLUSCA,ANIMALIA,,,LC
Biomphalaria,Biomphalaria barthi,PLANORBIDAE,HYGROPHILA,GASTROPODA,MOLLUSCA,ANIMALIA,,,DD
Biomphalaria,Biomphalaria salinarum,PLANORBIDAE,HYGROPHILA,GASTROPODA,MOLLUSCA,ANIMALIA,,,DD
Biomphalaria,Biomphalaria tchadiensis,PLANORBIDAE,HYGROPHILA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EN
Birgus,Birgus latro,COENOBITIDAE,DECAPODA,MALACOSTRACA,ARTHROPODA,ANIMALIA,,,DD
Bischoffena,Bischoffena bischoffensis,CHAROPIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,DD
Bison,Bison bonasus,BOVIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,,,VU
Bison,Bison bison,BOVIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,,,NT
Biswamoyopterus,Biswamoyopterus biswasi,SCIURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,CR
Bitis,Bitis inornata,VIPERIDAE,SQUAMATA,REPTILIA,CHORDATA,ANIMALIA,,,EN
Bitis,Bitis schneideri,VIPERIDAE,SQUAMATA,REPTILIA,CHORDATA,ANIMALIA,,,VU
Blanfordimys,Blanfordimys afghanus,CRICETIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Blanfordimys,Blanfordimys bucharensis,CRICETIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Blarinella,Blarinella wardi,SORICIDAE,EULIPOTYPHLA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Blarinomys,Blarinomys breviceps,CRICETIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Blastocerus,Blastocerus dichotomus,CERVIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,,,VU
Boeckella,Boeckella nyoraensis,CENTROPAGIDAE,CALANOIDA,MAXILLOPODA,ARTHROPODA,ANIMALIA,,,VU
Boeckella,Boeckella bispinosa,CENTROPAGIDAE,CALANOIDA,MAXILLOPODA,ARTHROPODA,ANIMALIA,,,VU
Boeckella,Boeckella calcaris,CENTROPAGIDAE,CALANOIDA,MAXILLOPODA,ARTHROPODA,ANIMALIA,,,VU
Boeckella,Boeckella geniculata,CENTROPAGIDAE,CALANOIDA,MAXILLOPODA,ARTHROPODA,ANIMALIA,,,VU
Boeckella,Boeckella shieli,CENTROPAGIDAE,CALANOIDA,MAXILLOPODA,ARTHROPODA,ANIMALIA,,,VU
Boettgeria,Boettgeria obesiuscula,CLAUSILIIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,CR
Bofilliella,Bofilliella subarcuata,CLAUSILIIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,NT
Bogidiella,Bogidiella bermudensis,BOGIDIELLIDAE,AMPHIPODA,MALACOSTRACA,ARTHROPODA,ANIMALIA,,,CR
Necromys,Necromys amoenus,CRICETIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Necromys,Necromys lactens,CRICETIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Necromys,Necromys lasiurus,CRICETIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Necromys,Necromys obscurus,CRICETIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,NT
Necromys,Necromys punctulatus,CRICETIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,DD
Necromys,Necromys temchuki,CRICETIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Boloria,Boloria acrocnema,NYMPHALIDAE,LEPIDOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,VU
Bolyeria,Bolyeria multocarinata,BOLYERIDAE,SQUAMATA,REPTILIA,CHORDATA,ANIMALIA,,,EX
Bombina,Bombina bombina,BOMBINATORIDAE,ANURA,AMPHIBIA,CHORDATA,ANIMALIA,,,LC
Boninagrion,Boninagrion ezoin,COENAGRIONIDAE,ODONATA,INSECTA,ARTHROPODA,ANIMALIA,,,CR
Boninena,Boninena callistoderma,ORTHALICIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EN
Boninena,Boninena hiraseana,ORTHALICIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EN
Boninena,Boninena ogasawarae,ORTHALICIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EN
Boninosuccinea,Boninosuccinea ogasawarae,SUCCINEIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Boninosuccinea,Boninosuccinea punctulispira,SUCCINEIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Boninthemis,Boninthemis insularis,LIBELLULIDAE,ODONATA,INSECTA,ARTHROPODA,ANIMALIA,,,CR
Boroda,Boroda expatria,ELEOTRIDAE,PERCIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,VU
Boromys,Boromys offella,ECHIMYIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,EX
Boromys,Boromys torrei,ECHIMYIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,EX
Bos,Bos javanicus,BOVIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,,,EN
Bos,Bos sauveli,BOVIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,,,CR
Bos,Bos gaurus,BOVIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,,,VU
Bos,Bos mutus,BOVIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,,,VU
Boselaphus,Boselaphus tragocamelus,BOVIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Bostrichthys,Bostrichthys aruensis,ELEOTRIDAE,PERCIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,DD
Bostrychus,Bostrychus zonatus,ELEOTRIDAE,PERCIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,DD
Bothriembryon,Bothriembryon brazieri,ORTHALICIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Bothriembryon,Bothriembryon glauerti,ORTHALICIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Bothriembryon,Bothriembryon irvineanus,ORTHALICIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Bothriembryon,Bothriembryon praecelcus,ORTHALICIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EN
Bothriembryon,Bothriembryon spenceri,ORTHALICIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Bothriembryon,Bothriembryon bradshaweri,ORTHALICIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Bothriembryon,Bothriembryon perobesus,ORTHALICIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EN
Bothriembryon,Bothriembryon whitleyi,ORTHALICIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Bothrops,Bothrops insularis,VIPERIDAE,SQUAMATA,REPTILIA,CHORDATA,ANIMALIA,,,CR
Yasuhikotakia,Yasuhikotakia sidthimunki,COBITIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,EN
Brachiones,Brachiones przewalskii,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Brachionichthys,Brachionichthys hirsutus,BRACHIONICHTHYIDAE,LOPHIIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,CR
Brachygalaxias,Brachygalaxias bullocki,GALAXIIDAE,OSMERIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,DD
Brachygalaxias,Brachygalaxias gothei,GALAXIIDAE,OSMERIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,DD
Brachylagus,Brachylagus idahoensis,LEPORIDAE,LAGOMORPHA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Brachylophus,Brachylophus vitiensis,IGUANIDAE,SQUAMATA,REPTILIA,CHORDATA,ANIMALIA,,,CR
Brachyphylla,Brachyphylla cavernarum,PHYLLOSTOMIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Brachyphylla,Brachyphylla nana,PHYLLOSTOMIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Brachytarsomys,Brachytarsomys albicauda,NESOMYIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Brachyteles,Brachyteles arachnoides,ATELIDAE,PRIMATES,MAMMALIA,CHORDATA,ANIMALIA,,,EN
Brachyteles,Brachyteles hypoxanthus,ATELIDAE,PRIMATES,MAMMALIA,CHORDATA,ANIMALIA,,,CR
Brachythemis,Brachythemis fuscopalliata,LIBELLULIDAE,ODONATA,INSECTA,ARTHROPODA,ANIMALIA,,,VU
Brachyuromys,Brachyuromys betsileoensis,NESOMYIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Brachyuromys,Brachyuromys ramirohitra,NESOMYIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Bradypodion,Bradypodion nemorale,CHAMAELEONIDAE,SQUAMATA,REPTILIA,CHORDATA,ANIMALIA,,,NT
Bradypodion,Bradypodion setaroi,CHAMAELEONIDAE,SQUAMATA,REPTILIA,CHORDATA,ANIMALIA,,,LC
Bradypodion,Bradypodion thamnobates,CHAMAELEONIDAE,SQUAMATA,REPTILIA,CHORDATA,ANIMALIA,,,VU
Bradypodion,Bradypodion taeniabronchum,CHAMAELEONIDAE,SQUAMATA,REPTILIA,CHORDATA,ANIMALIA,,,EN
Bradypus,Bradypus torquatus,BRADYPODIDAE,PILOSA,MAMMALIA,CHORDATA,ANIMALIA,,,VU
Bradypus,Bradypus tridactylus,BRADYPODIDAE,PILOSA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Bradypus,Bradypus variegatus,BRADYPODIDAE,PILOSA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Branchinecta,Branchinecta gigas,BRANCHINECTIDAE,ANOSTRACA,BRANCHIOPODA,ARTHROPODA,ANIMALIA,,,LR/lc
Branchinecta,Branchinecta belki,BRANCHINECTIDAE,ANOSTRACA,BRANCHIOPODA,ARTHROPODA,ANIMALIA,,,CR
Branchinecta,Branchinecta mexicana,BRANCHINECTIDAE,ANOSTRACA,BRANCHIOPODA,ARTHROPODA,ANIMALIA,,,CR
Branchinecta,Branchinecta conservatio,BRANCHINECTIDAE,ANOSTRACA,BRANCHIOPODA,ARTHROPODA,ANIMALIA,,,EN
Branchinecta,Branchinecta longiantenna,BRANCHINECTIDAE,ANOSTRACA,BRANCHIOPODA,ARTHROPODA,ANIMALIA,,,EN
Branchinecta,Branchinecta lynchi,BRANCHINECTIDAE,ANOSTRACA,BRANCHIOPODA,ARTHROPODA,ANIMALIA,,,VU
Branchinecta,Branchinecta sandiegonensis,BRANCHINECTIDAE,ANOSTRACA,BRANCHIOPODA,ARTHROPODA,ANIMALIA,,,EN
Branchinella,Branchinella apophysata,THAMNOCEPHALIDAE,ANOSTRACA,BRANCHIOPODA,ARTHROPODA,ANIMALIA,,,VU
Branchinella,Branchinella basispina,THAMNOCEPHALIDAE,ANOSTRACA,BRANCHIOPODA,ARTHROPODA,ANIMALIA,,,VU
Branchinella,Branchinella denticulata,THAMNOCEPHALIDAE,ANOSTRACA,BRANCHIOPODA,ARTHROPODA,ANIMALIA,,,VU
Branchinella,Branchinella simplex,THAMNOCEPHALIDAE,ANOSTRACA,BRANCHIOPODA,ARTHROPODA,ANIMALIA,,,VU
Branchinella,Branchinella wellardi,THAMNOCEPHALIDAE,ANOSTRACA,BRANCHIOPODA,ARTHROPODA,ANIMALIA,,,VU
Branchinella,Branchinella alachua,THAMNOCEPHALIDAE,ANOSTRACA,BRANCHIOPODA,ARTHROPODA,ANIMALIA,,,EN
Branchinella,Branchinella lithaca,THAMNOCEPHALIDAE,ANOSTRACA,BRANCHIOPODA,ARTHROPODA,ANIMALIA,,,CR
Brazieria,Brazieria entomostoma,ZONITIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,DD
Brazieria,Brazieria erasa,ZONITIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,DD
Brazieria,Brazieria lutaria,ZONITIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,DD
